CustomerID,City,Zip Code,Tenure Months,Contract,Internet Service,Payment Method,Monthly Charges,Total Charges,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,prob_stay,prob_churn,churn_risk_pct,risk_band
9139-TWBAS,Los Angeles,90014,26,One year,DSL,Bank transfer (automatic),47.85,1190.5,Yes,Yes,Yes,No,Yes,No,0.847826059795679,0.15217394020432096,15.2,Low
9140-CZQZZ,Lee Vining,93541,68,Two year,DSL,Bank transfer (automatic),79.6,5515.8,Yes,Yes,No,Yes,Yes,Yes,0.9797372897540144,0.020262710245985634,2.0,Very low
9142-KZXOP,Sylmar,91342,44,Month-to-month,Fiber optic,Credit card (automatic),68.85,2958.95,No,No,No,No,No,No,0.7906970445418198,0.20930295545818026,20.9,Low
9142-XMYJH,Fresno,93721,29,Month-to-month,No,Credit card (automatic),19.35,601.6,No,No,No,No,No,No,0.9213241418236846,0.07867585817631541,7.9,Very low
9143-CANJF,Topaz,96133,24,Month-to-month,DSL,Electronic check,55.15,1319.85,Yes,No,No,Yes,No,No,0.9589218263444567,0.04107817365554332,4.1,Very low
9146-JRIOX,Shaver Lake,93664,14,Month-to-month,No,Mailed check,25.55,372.45,No,No,No,No,No,No,0.9425901340670828,0.05740986593291725,5.7,Very low
9150-HEPMB,Corona,92882,56,One year,DSL,Mailed check,52.7,3019.7,Yes,No,Yes,No,No,No,0.9725241292578367,0.027475870742163244,2.7,Very low
9150-KPBJQ,Los Angeles,90062,6,Two year,No,Credit card (automatic),19.65,116.85,No,No,No,No,No,No,0.9520200356933238,0.04797996430667622,4.8,Very low
9152-AMKAK,Coalinga,93210,6,Two year,DSL,Mailed check,80.25,493.4,Yes,No,Yes,Yes,Yes,Yes,0.8670330514891277,0.1329669485108723,13.3,Low
9153-BTBVV,San Francisco,94121,71,Two year,No,Bank transfer (automatic),25.0,1753.0,No,No,No,No,No,No,0.988970135645198,0.011029864354802014,1.1,Very low
9154-QDGTH,Kettleman City,93239,43,One year,Fiber optic,Credit card (automatic),104.3,4451.85,No,No,Yes,Yes,Yes,Yes,0.9218043625959282,0.0781956374040717,7.8,Very low
9163-GHAYE,Stockton,95204,15,Month-to-month,DSL,Electronic check,48.85,736.8,No,Yes,No,No,No,No,0.7138767219906275,0.2861232780093725,28.6,Medium
9167-APMXZ,Long Beach,90810,22,Month-to-month,Fiber optic,Bank transfer (automatic),84.15,1821.95,No,No,No,No,Yes,No,0.3923090140385279,0.6076909859614721,60.8,High
9168-INPSZ,Port Hueneme,93041,44,Month-to-month,Fiber optic,Electronic check,104.15,4495.65,No,No,Yes,Yes,Yes,Yes,0.5175762918994059,0.4824237081005941,48.2,High
9169-BSVIN,Winchester,92596,12,Month-to-month,DSL,Bank transfer (automatic),74.75,827.05,No,No,Yes,No,Yes,Yes,0.5458259284942719,0.454174071505728,45.4,High
9170-ARBTB,Felton,95018,52,One year,No,Credit card (automatic),19.6,1012.4,No,No,No,No,No,No,0.9755260380822309,0.024473961917769075,2.4,Very low
9173-IVZVP,Sherman Oaks,91403,53,Two year,No,Mailed check,20.9,1146.05,No,No,No,No,No,No,0.9968376371567488,0.0031623628432511674,0.3,Very low
9174-IHETN,Goodyears Bar,95944,50,Two year,Fiber optic,Credit card (automatic),70.35,3533.6,No,No,No,No,No,No,0.988635810380846,0.011364189619153952,1.1,Very low
9178-JHUVJ,Newbury Park,91320,24,Two year,No,Bank transfer (automatic),24.1,587.4,No,No,No,No,No,No,0.9847027278274791,0.015297272172520837,1.5,Very low
9184-GALIL,Mccloud,96057,38,Month-to-month,No,Mailed check,20.45,781.25,No,No,No,No,No,No,0.9810651995018993,0.018934800498100694,1.9,Very low
9194-GFVOI,Tahoma,96142,42,Two year,DSL,Credit card (automatic),84.35,3571.6,Yes,No,Yes,Yes,Yes,Yes,0.9517943521917248,0.04820564780827514,4.8,Very low
9199-PWQVC,San Francisco,94124,63,One year,DSL,Credit card (automatic),79.7,4786.15,Yes,Yes,No,No,Yes,Yes,0.925500378351059,0.07449962164894096,7.4,Very low
9200-NLNPD,Orland,95963,56,One year,DSL,Bank transfer (automatic),54.05,2959.8,No,No,Yes,Yes,Yes,Yes,0.8755103788735089,0.12448962112649106,12.4,Low
9207-ZPANB,Paradise,95969,37,One year,DSL,Electronic check,67.45,2443.3,Yes,Yes,Yes,Yes,No,No,0.94023535555484,0.059764644445160005,6.0,Very low
9208-OLGAQ,Berkeley,94709,18,Month-to-month,Fiber optic,Electronic check,84.95,1443.65,No,No,Yes,No,No,Yes,0.35896696455109756,0.6410330354489024,64.1,High
9209-NWPGU,Niland,92257,44,One year,DSL,Electronic check,65.4,2774.55,Yes,No,No,Yes,Yes,No,0.9486392827109241,0.05136071728907588,5.1,Very low
9214-EKVXR,San Francisco,94110,1,Month-to-month,DSL,Mailed check,44.0,44.0,No,No,No,No,No,No,0.5629786979041909,0.4370213020958091,43.7,Medium
9220-CXRSC,Heber,92249,69,Two year,DSL,Credit card (automatic),61.4,4059.85,Yes,No,No,Yes,No,No,0.9976425743665981,0.0023574256334019613,0.2,Very low
9220-ZNKJI,Cobb,95426,55,Two year,Fiber optic,Credit card (automatic),88.8,4805.3,No,No,Yes,Yes,Yes,No,0.9412510996647828,0.05874890033521723,5.9,Very low
9224-VTYID,Walnut Grove,95690,47,Two year,DSL,Mailed check,90.5,4318.35,Yes,Yes,Yes,Yes,Yes,Yes,0.9873322974143025,0.012667702585697493,1.3,Very low
9225-BZLNZ,Los Angeles,90033,72,Two year,DSL,Electronic check,85.25,6083.1,Yes,Yes,Yes,No,Yes,Yes,0.9511750114882601,0.04882498851173993,4.9,Very low
9227-UAQFT,North Hollywood,91606,16,Two year,No,Mailed check,19.75,284.35,No,No,No,No,No,No,0.959215125286669,0.04078487471333103,4.1,Very low
9227-YBAXE,Palm Desert,92260,65,Two year,DSL,Bank transfer (automatic),82.5,5215.1,Yes,Yes,No,Yes,Yes,Yes,0.9936641287505694,0.006335871249430527,0.6,Very low
9229-RQABD,Salton City,92275,18,One year,No,Mailed check,23.75,424.5,No,No,No,No,No,No,0.9102267752262004,0.08977322477379958,9.0,Very low
9233-PSYHO,Ontario,91762,45,One year,Fiber optic,Bank transfer (automatic),100.15,4459.8,No,No,Yes,No,Yes,Yes,0.6903014547041215,0.30969854529587854,31.0,Medium
9236-NDUCW,Bella Vista,96008,21,Two year,DSL,Mailed check,35.1,770.4,Yes,No,No,Yes,No,No,0.9426799405896498,0.05732005941035021,5.7,Very low
9239-GZHZE,Carpinteria,93013,72,Two year,Fiber optic,Credit card (automatic),113.65,8124.2,Yes,Yes,Yes,Yes,Yes,Yes,0.9468605260942586,0.05313947390574136,5.3,Very low
9242-TKFSV,Browns Valley,95918,72,Two year,DSL,Credit card (automatic),65.1,4754.3,Yes,Yes,Yes,Yes,Yes,Yes,0.9730078335910981,0.026992166408901844,2.7,Very low
9244-ZVAPM,Garden Grove,92845,1,Month-to-month,DSL,Mailed check,45.6,45.6,No,No,No,No,No,No,0.6443442254446076,0.35565577455539243,35.6,Medium
9251-AWQGT,Palmdale,93591,48,Two year,No,Mailed check,20.0,935.9,No,No,No,No,No,No,0.9962605509139187,0.0037394490860812595,0.4,Very low
9251-WNSOD,Bakersfield,93311,67,One year,DSL,Mailed check,75.1,5064.45,Yes,Yes,Yes,No,No,Yes,0.9595808149483263,0.04041918505167379,4.0,Very low
9253-VIFJQ,Chualar,93925,65,One year,DSL,Credit card (automatic),67.05,4309.55,Yes,Yes,Yes,No,No,No,0.9707910761092466,0.02920892389075338,2.9,Very low
9256-JTBNZ,Potter Valley,95469,11,Month-to-month,No,Bank transfer (automatic),20.3,246.3,No,No,No,No,No,No,0.8583398958372721,0.14166010416272792,14.2,Low
9257-AZMTZ,Glendale,91205,52,Two year,No,Bank transfer (automatic),20.1,1078.75,No,No,No,No,No,No,0.997035973622409,0.0029640263775909184,0.3,Very low
9258-CNWAC,Long Beach,90813,71,Two year,Fiber optic,Credit card (automatic),113.65,8166.8,Yes,Yes,Yes,Yes,Yes,Yes,0.9920092991692145,0.007990700830785458,0.8,Very low
9261-WDCAF,Bonita,91902,3,Month-to-month,DSL,Mailed check,54.65,189.1,No,No,No,No,No,Yes,0.5975906890797016,0.40240931092029847,40.2,Medium
9272-LSVYH,Courtland,95615,10,Month-to-month,Fiber optic,Mailed check,70.15,735.5,No,No,No,No,No,No,0.5083451021666365,0.4916548978333635,49.2,High
9274-UARKJ,Modesto,95351,15,Month-to-month,Fiber optic,Bank transfer (automatic),83.2,1130.0,No,Yes,No,No,Yes,No,0.4442314230718728,0.5557685769281272,55.6,High
9277-JOOMO,Garberville,95542,3,Month-to-month,No,Mailed check,24.6,86.35,No,No,No,No,No,No,0.7487527808268999,0.25124721917310006,25.1,Medium
9278-VZKCD,Norco,92860,52,Month-to-month,Fiber optic,Electronic check,109.1,5647.95,Yes,Yes,Yes,No,Yes,Yes,0.5310595258931738,0.4689404741068262,46.9,High
9279-CJEOJ,Anaheim,92801,21,Month-to-month,Fiber optic,Bank transfer (automatic),95.4,2025.1,No,No,No,No,Yes,Yes,0.3187881856220317,0.6812118143779683,68.1,Very high
9281-CEDRU,Salton City,92275,68,Two year,DSL,Bank transfer (automatic),64.1,4326.25,No,Yes,No,Yes,Yes,No,0.9841935040233122,0.01580649597668784,1.6,Very low
9281-OFDMF,Meadow Valley,95956,39,Month-to-month,Fiber optic,Electronic check,90.7,3413.25,No,Yes,No,No,No,Yes,0.5532081139088905,0.4467918860911096,44.7,Medium
9281-PKKZE,Azusa,91702,46,Month-to-month,DSL,Electronic check,43.95,2007.85,No,No,No,No,Yes,Yes,0.5420060577826229,0.45799394221737705,45.8,High
9286-BHDQG,Thousand Oaks,91362,72,Two year,DSL,Credit card (automatic),45.25,3139.8,Yes,Yes,Yes,Yes,No,No,0.9889778153153201,0.011022184684679838,1.1,Very low
9289-LBQVU,Hemet,92545,64,One year,DSL,Mailed check,70.15,4480.7,No,Yes,No,Yes,No,Yes,0.9336436182119573,0.0663563817880427,6.6,Very low
9290-SHCMB,Brownsville,95919,13,Month-to-month,Fiber optic,Electronic check,96.85,1235.55,No,No,Yes,No,Yes,Yes,0.2614489730167986,0.7385510269832014,73.9,Very high
9294-TDIPC,San Diego,92110,5,Month-to-month,No,Mailed check,20.2,83.75,No,No,No,No,No,No,0.9571474346129194,0.042852565387080654,4.3,Very low
9297-EONCV,Fremont,94536,72,Two year,DSL,Bank transfer (automatic),91.35,6697.2,Yes,Yes,Yes,Yes,Yes,Yes,0.981540293510256,0.018459706489744022,1.8,Very low
9297-FVVDH,Hemet,92545,57,Two year,DSL,Electronic check,84.5,4845.4,Yes,No,Yes,Yes,Yes,Yes,0.9374688851344245,0.06253111486557551,6.3,Very low
9298-WGMRW,Echo Lake,95721,72,Two year,Fiber optic,Bank transfer (automatic),115.5,8312.75,Yes,Yes,Yes,Yes,Yes,Yes,0.9441089990854389,0.055891000914561104,5.6,Very low
9308-ANMVE,Los Olivos,93441,47,Month-to-month,DSL,Electronic check,55.3,2654.05,Yes,Yes,No,No,No,No,0.9736359611289507,0.026364038871049336,2.6,Very low
9309-BZGNT,Pine Valley,91962,69,One year,DSL,Credit card (automatic),29.8,2134.3,No,No,Yes,No,No,No,0.9334136740641763,0.06658632593582367,6.7,Very low
9313-CDOGY,Imperial Beach,91932,38,Month-to-month,No,Electronic check,19.6,717.3,No,No,No,No,No,No,0.9749302262534624,0.025069773746537665,2.5,Very low
9313-QOLTZ,Chester,96020,26,Month-to-month,No,Mailed check,20.9,518.3,No,No,No,No,No,No,0.899633822449209,0.10036617755079102,10.0,Low
9314-IJWSQ,Meridian,95957,14,Month-to-month,Fiber optic,Electronic check,84.8,1203.9,No,No,No,No,Yes,No,0.5642731294243083,0.4357268705756917,43.6,Medium
9314-QDMDW,Los Alamos,93440,11,One year,DSL,Electronic check,61.25,729.95,No,Yes,No,No,Yes,No,0.7013568100144149,0.29864318998558514,29.9,Medium
9323-HGFWY,Porter Ranch,91326,27,One year,Fiber optic,Credit card (automatic),101.9,2681.15,Yes,No,No,Yes,Yes,Yes,0.7339996750380157,0.26600032496198434,26.6,Medium
9327-QSDED,Quincy,95971,8,Month-to-month,DSL,Mailed check,43.55,335.4,No,No,No,No,No,No,0.6963013925820682,0.30369860741793175,30.4,Medium
9330-DHBFL,San Jose,95130,23,One year,DSL,Mailed check,66.25,1533.8,Yes,Yes,Yes,Yes,No,No,0.9067949993666516,0.09320500063334834,9.3,Very low
9330-VOFSZ,Princeton,95970,60,Two year,Fiber optic,Credit card (automatic),110.8,6640.7,No,Yes,Yes,Yes,Yes,Yes,0.8916727299884595,0.10832727001154054,10.8,Low
9332-GYWLO,Fall River Mills,96028,6,Month-to-month,DSL,Electronic check,54.85,355.1,No,No,No,No,Yes,No,0.8249602344949157,0.17503976550508424,17.5,Low
9334-GWGOW,Mc Kittrick,93251,7,Month-to-month,Fiber optic,Electronic check,74.85,485.25,No,No,No,No,No,No,0.2071187483513932,0.7928812516486068,79.3,Very high
9337-SRRNI,Rio Oso,95674,66,Two year,No,Credit card (automatic),25.3,1673.8,No,No,No,No,No,No,0.9973058457863578,0.0026941542136422053,0.3,Very low
9339-FIIJL,Avenal,93204,72,Two year,DSL,Bank transfer (automatic),85.95,6151.9,No,Yes,Yes,Yes,Yes,Yes,0.9749832833310373,0.025016716668962623,2.5,Very low
9342-VNIMQ,La Honda,94020,33,Month-to-month,DSL,Bank transfer (automatic),54.65,1665.2,No,Yes,No,No,No,No,0.7648196951692154,0.2351803048307846,23.5,Low
9347-AERRL,Desert Hot Springs,92240,23,One year,No,Credit card (automatic),19.3,486.2,No,No,No,No,No,No,0.936756315173475,0.063243684826525,6.3,Very low
9348-ROUAI,Honeydew,95545,59,Two year,DSL,Credit card (automatic),90.3,5194.05,Yes,Yes,Yes,Yes,Yes,Yes,0.9949405314573149,0.005059468542685169,0.5,Very low
9348-YVOMK,Anaheim,92802,4,Month-to-month,DSL,Credit card (automatic),44.8,176.2,No,No,No,No,No,No,0.6205280543918449,0.3794719456081551,37.9,Medium
9350-VLHMB,Volcano,95689,67,Month-to-month,Fiber optic,Bank transfer (automatic),89.55,6373.1,No,Yes,No,No,No,Yes,0.9261969466170058,0.07380305338299423,7.4,Very low
9350-ZXYJC,La Crescenta,91214,4,Two year,No,Credit card (automatic),25.3,116.95,No,No,No,No,No,No,0.902318029124257,0.09768197087574305,9.8,Very low
9351-HXDMR,Lytle Creek,92358,72,Two year,Fiber optic,Credit card (automatic),110.9,8240.85,Yes,No,Yes,Yes,Yes,Yes,0.9403986185638452,0.05960138143615474,6.0,Very low
9351-LZYGF,Bodega,94922,42,Month-to-month,DSL,Credit card (automatic),66.4,2727.8,Yes,Yes,No,Yes,No,No,0.8777047833012441,0.12229521669875591,12.2,Low
9355-NPPFS,Fremont,94538,26,Month-to-month,Fiber optic,Electronic check,78.8,2006.1,No,No,No,No,No,Yes,0.41823422811855027,0.5817657718814497,58.2,High
9356-AXGMP,Somerset,95684,38,One year,Fiber optic,Electronic check,110.7,4428.6,Yes,No,Yes,Yes,Yes,Yes,0.6510208119125117,0.3489791880874883,34.9,Medium
9357-UJRUN,Carlotta,95528,24,One year,DSL,Electronic check,58.35,1346.9,Yes,No,No,Yes,No,No,0.8254100968647555,0.17458990313524445,17.5,Low
9359-JANWS,North Hills,91343,65,Two year,DSL,Credit card (automatic),58.9,3857.1,Yes,No,Yes,Yes,No,No,0.9905754719103966,0.009424528089603356,0.9,Very low
9359-UGBTK,Lockeford,95237,67,One year,DSL,Bank transfer (automatic),72.35,4991.5,Yes,No,Yes,Yes,No,Yes,0.9773257488617886,0.022674251138211414,2.3,Very low
9360-OMDZZ,Herald,95638,24,Month-to-month,Fiber optic,Electronic check,94.1,2322.85,No,No,No,No,Yes,Yes,0.2646391920657266,0.7353608079342734,73.5,Very high
9361-YNQWJ,Oakland,94609,64,One year,No,Bank transfer (automatic),24.4,1601.2,No,No,No,No,No,No,0.9739521557161123,0.02604784428388768,2.6,Very low
9362-MWODR,San Mateo,94404,40,Month-to-month,DSL,Credit card (automatic),64.1,2460.35,Yes,No,No,Yes,Yes,No,0.9770307118486524,0.022969288151347585,2.3,Very low
9364-YKUVW,Valley Center,92082,15,Month-to-month,No,Mailed check,19.8,309.4,No,No,No,No,No,No,0.8127114870959553,0.1872885129040447,18.7,Low
9365-CSLBQ,Richgrove,93261,71,Two year,No,Mailed check,24.35,1654.6,No,No,No,No,No,No,0.998140468454435,0.0018595315455649617,0.2,Very low
9365-SRSZE,Los Angeles,90036,27,Month-to-month,Fiber optic,Electronic check,70.55,1943.9,No,No,No,No,No,No,0.41879609992749056,0.5812039000725094,58.1,High
9367-OIUXP,Laton,93242,4,Month-to-month,No,Mailed check,20.7,73.05,No,No,No,No,No,No,0.8104738073320972,0.18952619266790283,19.0,Low
9367-TCUYN,Los Angeles,90066,12,Month-to-month,No,Mailed check,20.1,223.6,No,No,No,No,No,No,0.8502546606655409,0.1497453393344591,15.0,Low
9371-BITHB,Gustine,95322,52,Two year,No,Mailed check,19.85,1070.5,No,No,No,No,No,No,0.9967298008706589,0.0032701991293410926,0.3,Very low
9372-TXXPS,Burson,95225,60,Two year,DSL,Bank transfer (automatic),59.85,3483.45,Yes,Yes,No,Yes,No,No,0.9892421347310826,0.01075786526891738,1.1,Very low
9373-WSLOY,Carlsbad,92008,33,Month-to-month,DSL,Electronic check,50.0,1750.85,No,Yes,Yes,Yes,Yes,No,0.6041624219536593,0.3958375780463407,39.6,Medium
9374-YOLBJ,Upper Lake,95485,1,Month-to-month,No,Electronic check,19.25,19.25,No,No,No,No,No,No,0.9191184996626589,0.08088150033734108,8.1,Very low
9375-MHRRS,San Jose,95125,6,Month-to-month,DSL,Mailed check,50.05,288.35,No,No,No,Yes,No,No,0.7498755664663046,0.25012443353369535,25.0,Medium
9385-EHGDO,Lakeside,92040,35,Two year,No,Mailed check,19.85,739.35,No,No,No,No,No,No,0.991775299735427,0.008224700264572955,0.8,Very low
9385-NXKDA,Hesperia,92345,72,Two year,DSL,Credit card (automatic),82.65,5919.35,Yes,Yes,Yes,No,Yes,Yes,0.9679658141742191,0.032034185825780936,3.2,Very low
9386-LDCZR,San Ardo,93450,43,One year,Fiber optic,Credit card (automatic),90.65,3882.3,Yes,Yes,Yes,Yes,No,No,0.9244865518144402,0.07551344818555981,7.6,Very low
9388-ZEYVT,Gardena,90247,43,One year,DSL,Electronic check,44.15,1931.3,No,No,Yes,Yes,No,Yes,0.8880497850310457,0.11195021496895426,11.2,Low
9389-ACWBI,Richvale,95974,5,Month-to-month,Fiber optic,Credit card (automatic),69.95,320.4,No,No,No,No,No,No,0.7970549592189957,0.20294504078100434,20.3,Low
9391-DXGGG,Sacramento,95832,44,One year,Fiber optic,Credit card (automatic),89.15,3990.75,No,Yes,Yes,No,No,Yes,0.8717111943559277,0.12828880564407233,12.8,Low
9391-LMANN,Pico Rivera,90660,53,One year,Fiber optic,Electronic check,95.95,5036.9,Yes,Yes,Yes,No,No,Yes,0.9779046656973114,0.0220953343026886,2.2,Very low
9391-TTOYH,Oakland,94611,23,Month-to-month,No,Mailed check,19.5,470.2,No,No,No,No,No,No,0.8521083648951306,0.14789163510486933,14.8,Low
9391-YZEJW,Mountain View,94043,62,One year,Fiber optic,Bank transfer (automatic),94.0,5757.2,No,No,No,No,Yes,Yes,0.7983618354833352,0.20163816451666486,20.2,Low
9392-XBGTD,Aptos,95003,27,Two year,No,Mailed check,20.6,581.85,No,No,No,No,No,No,0.9942185354951354,0.0057814645048645625,0.6,Very low
9396-ZSFLL,Carpinteria,93013,15,Month-to-month,DSL,Mailed check,48.85,631.4,No,No,No,No,No,No,0.6765021452105174,0.32349785478948256,32.3,Medium
9397-TZSHA,Watsonville,95076,69,Two year,No,Credit card (automatic),24.6,1678.05,No,No,No,No,No,No,0.9915510141972608,0.00844898580273927,0.8,Very low
9398-MMQTO,Borrego Springs,92004,3,Month-to-month,Fiber optic,Credit card (automatic),74.45,221.1,No,Yes,No,No,No,No,0.5142772863737954,0.4857227136262045,48.6,High
9402-CXWPL,Birds Landing,94512,70,One year,Fiber optic,Electronic check,98.9,6838.6,No,Yes,No,No,Yes,Yes,0.850263331369949,0.149736668630051,15.0,Low
9402-ORRAH,La Canada Flintridge,91011,15,Month-to-month,Fiber optic,Electronic check,91.5,1400.3,No,No,No,No,Yes,Yes,0.27082040033444477,0.7291795996655552,72.9,Very high
9402-ROUMJ,La Habra,90631,67,One year,Fiber optic,Bank transfer (automatic),100.25,6689.0,Yes,No,Yes,Yes,No,Yes,0.980052141972647,0.019947858027352997,2.0,Very low
9405-GPBBG,Carmel By The Sea,93921,64,Two year,Fiber optic,Credit card (automatic),110.5,7069.25,No,Yes,Yes,Yes,Yes,Yes,0.9259138502675965,0.07408614973240343,7.4,Very low
9408-HRXRK,Annapolis,95412,45,Month-to-month,Fiber optic,Electronic check,105.15,4730.9,Yes,Yes,No,No,Yes,Yes,0.8192192844573818,0.18078071554261826,18.1,Low
9411-TPQQV,Santa Barbara,93109,40,One year,DSL,Bank transfer (automatic),54.55,2236.2,Yes,No,No,Yes,Yes,Yes,0.8868656086396844,0.11313439136031561,11.3,Low
9415-TPKRV,Dos Rios,95429,8,Month-to-month,DSL,Electronic check,55.75,446.8,No,Yes,No,No,No,No,0.8420215396516191,0.15797846034838087,15.8,Low
9415-ZNBSX,Cool,95614,70,Two year,DSL,Bank transfer (automatic),89.0,6293.2,Yes,Yes,Yes,Yes,Yes,Yes,0.9947416308617055,0.005258369138294496,0.5,Very low
9418-RUKPH,Newark,94560,38,Two year,No,Mailed check,19.95,756.4,No,No,No,No,No,No,0.9925589427332566,0.007441057266743417,0.7,Very low
9419-IPPBE,Solana Beach,92075,51,One year,Fiber optic,Electronic check,90.15,4554.85,No,No,Yes,No,No,Yes,0.9072914188772402,0.09270858112275981,9.3,Very low
9424-CMPOG,Bakersfield,93307,9,Two year,No,Mailed check,19.6,197.4,No,No,No,No,No,No,0.9860569859355295,0.013943014064470466,1.4,Very low
9426-SXNHE,Orleans,95556,2,Month-to-month,No,Bank transfer (automatic),18.75,53.15,No,No,No,No,No,No,0.8173974318533832,0.18260256814661682,18.3,Low
9430-NKQLY,Arcadia,91006,72,Two year,No,Credit card (automatic),25.1,1790.8,No,No,No,No,No,No,0.9970785766091488,0.002921423390851229,0.3,Very low
9432-RUVSL,Kirkwood,95646,48,Two year,Fiber optic,Credit card (automatic),102.5,4904.25,Yes,No,Yes,Yes,Yes,Yes,0.9302535511069778,0.06974644889302223,7.0,Very low
9432-VOFYX,Delano,93215,17,Month-to-month,Fiber optic,Electronic check,70.8,1207.0,No,No,No,No,No,No,0.4111813905406251,0.5888186094593749,58.9,High
9435-JMLSX,Monte Rio,95462,71,Two year,DSL,Bank transfer (automatic),86.1,6045.9,Yes,Yes,Yes,Yes,Yes,Yes,0.981734768903019,0.018265231096980937,1.8,Very low
9441-QHEVC,San Diego,92139,1,Month-to-month,No,Mailed check,19.1,19.1,No,No,No,No,No,No,0.7944846682045015,0.20551533179549855,20.6,Low
9442-JTWDL,Heber,92249,11,One year,No,Credit card (automatic),20.05,237.7,No,No,No,No,No,No,0.9301630294280044,0.06983697057199555,7.0,Very low
9443-JUBUO,Hoopa,95546,72,Two year,DSL,Credit card (automatic),65.25,4478.85,Yes,Yes,Yes,Yes,Yes,Yes,0.9945371455362257,0.0054628544637742886,0.5,Very low
9445-ZUEQE,Buena Park,90621,27,Month-to-month,Fiber optic,Credit card (automatic),85.2,2151.6,No,Yes,No,Yes,No,No,0.862841147351029,0.13715885264897099,13.7,Low
9447-YPTBX,Alhambra,91801,50,One year,No,Bank transfer (automatic),19.85,943.1,No,No,No,No,No,No,0.9611825002281292,0.038817499771870816,3.9,Very low
9450-TRJUU,Bakersfield,93306,35,Month-to-month,Fiber optic,Electronic check,83.15,2848.45,No,No,No,No,Yes,No,0.4923894263249369,0.5076105736750631,50.8,High
9451-WLYRI,Ranchita,92066,53,One year,No,Credit card (automatic),19.05,990.45,No,No,No,No,No,No,0.9763164640316505,0.023683535968349503,2.4,Very low
9453-PATOS,Gualala,95445,72,Two year,DSL,Mailed check,85.1,6155.4,Yes,Yes,Yes,Yes,Yes,Yes,0.9864689483302557,0.013531051669744365,1.4,Very low
9467-ROOLM,Gridley,95948,25,Month-to-month,No,Mailed check,19.05,461.3,No,No,No,No,No,No,0.8978824290267368,0.10211757097326328,10.2,Low
9469-WEJBT,Carnelian Bay,96140,37,Month-to-month,Fiber optic,Electronic check,90.35,3419.3,No,No,Yes,Yes,No,Yes,0.5297938165832987,0.47020618341670123,47.0,High
9470-RTWDV,Tustin,92782,26,One year,DSL,Credit card (automatic),82.0,2083.1,No,No,Yes,Yes,Yes,Yes,0.9404133952983081,0.059586604701691866,6.0,Very low
9470-XCCEM,Torrance,90504,35,Month-to-month,Fiber optic,Bank transfer (automatic),89.65,3161.6,No,Yes,No,No,Yes,No,0.8067345937264963,0.19326540627350372,19.3,Low
9470-YFUYI,Redway,95560,71,One year,DSL,Bank transfer (automatic),71.0,5012.1,Yes,Yes,No,Yes,Yes,No,0.9744779855918564,0.025522014408143598,2.6,Very low
9473-CBZOP,Avila Beach,93424,28,One year,DSL,Mailed check,59.0,1654.45,Yes,No,Yes,No,No,No,0.9086446897253782,0.09135531027462189,9.1,Very low
9475-NNDGC,Etna,96027,71,One year,Fiber optic,Bank transfer (automatic),113.15,7953.25,No,Yes,Yes,Yes,Yes,Yes,0.8633489798878116,0.13665102011218838,13.7,Low
9477-LGWQI,Darwin,93522,70,Two year,DSL,Credit card (automatic),80.15,5600.15,Yes,Yes,Yes,No,Yes,Yes,0.9751223880554828,0.024877611944517212,2.5,Very low
9479-HYNYL,La Jolla,92037,71,Two year,DSL,Credit card (automatic),80.7,5705.05,No,Yes,Yes,Yes,Yes,Yes,0.9754812352895831,0.02451876471041693,2.5,Very low
9480-BQJEI,Sacramento,95837,62,One year,Fiber optic,Bank transfer (automatic),92.3,5731.45,Yes,Yes,No,No,No,Yes,0.8935881578029372,0.10641184219706283,10.6,Low
9481-IEBZY,Nuevo,92567,72,Month-to-month,Fiber optic,Credit card (automatic),112.9,8061.5,Yes,Yes,Yes,Yes,Yes,Yes,0.8238750998112356,0.17612490018876434,17.6,Low
9481-SFCQY,Bass Lake,93604,14,Month-to-month,DSL,Credit card (automatic),59.8,824.85,No,No,Yes,No,Yes,No,0.8994318449730401,0.10056815502695997,10.1,Low
9481-WHGWY,Pleasanton,94588,70,Two year,DSL,Credit card (automatic),75.35,5437.75,Yes,No,No,Yes,Yes,Yes,0.99717613641279,0.0028238635872100196,0.3,Very low
9483-GCPWE,Earp,92242,9,One year,No,Mailed check,20.1,190.25,No,No,No,No,No,No,0.9815665605274135,0.018433439472586445,1.8,Very low
9488-FVZCC,Rialto,92376,72,Two year,DSL,Bank transfer (automatic),79.5,5661.7,Yes,Yes,Yes,Yes,No,Yes,0.996317021863427,0.0036829781365730293,0.4,Very low
9488-FYQAU,Artesia,90701,63,Two year,Fiber optic,Bank transfer (automatic),109.25,6841.4,No,Yes,Yes,Yes,Yes,Yes,0.8961785868722679,0.10382141312773205,10.4,Low
9489-DEDVP,Los Angeles,90044,70,Two year,DSL,Credit card (automatic),69.2,4872.35,Yes,Yes,No,No,Yes,No,0.9730888396850998,0.026911160314900106,2.7,Very low
9489-JMTTN,Hickman,95323,72,Two year,DSL,Credit card (automatic),89.75,6595.9,Yes,Yes,Yes,Yes,Yes,Yes,0.996726889544401,0.0032731104555989658,0.3,Very low
9489-UTFKA,Travis Afb,94535,8,Month-to-month,DSL,Bank transfer (automatic),60.9,551.95,Yes,No,No,No,Yes,No,0.6685288299953773,0.3314711700046226,33.1,Medium
